Book,Page,Chapter Name,POV,Character,Gender,Alive?,Title,Forename,Surname,Old Surname,Alias,Regnal No
A Game of Thrones,475,Daenerys V,Daenerys Targaryen,Khal Jommo,M,A,Khal,Jommo,,,,
A Game of Thrones,485,Eddard XIII,Eddard Stark,Ser Preston Greenfield,M,D,Ser,Preston,Greenfield,,,
A Game of Thrones,490,Eddard XIII,Eddard Stark,Ser Kevan Lannister,M,D,Ser,Kevan,Lannister,,,
A Game of Thrones,492,Eddard XIII,Eddard Stark,Captain Qos,M,A,Captain,Qos,,,,
A Game of Thrones,447,Eddard XI,Eddard Stark,Septon Cellador,M,A,Septon,Cellador,,,,
A Game of Thrones,448,Eddard XI,Eddard Stark,Othell Yarwyck,M,A,,Othell,Yarwyck,,,
A Game of Thrones,500,Jon VI,Jon Snow,Borcas,M,A,,Borcas,,,,
A Game of Thrones,502,Jon VI,Jon Snow,Dickon Tarly,M,A,,Dickon,Tarly,,,
A Game of Thrones,504,Jon VI,Jon Snow,Dywen,M,U,,Dywen,,,,
A Game of Thrones,532,Sansa IV,Sansa Stark,Ser Mandon Moore,M,D,Ser,Mandon,Moore,,,
A Game of Thrones,532,Sansa IV,Sansa Stark,Othor,M,D,,Othor,,,,
A Game of Thrones,532,Sansa IV,Sansa Stark,Lady Shella,F,F,Lady,Shella,,,,
A Game of Thrones,532,Sansa IV,Sansa Stark,The Rainbow Knight,M,F,,?,,,The Rainbow Knight,
A Game of Thrones,533,Jon VII,Jon Snow,Jafer Flowers,M,D,,Jafer,Flowers,,,
A Game of Thrones,533,Jon VII,Jon Snow,Bass,M,U,,Bass,,,,
A Game of Thrones,538,Jon VII,Jon Snow,Hake,M,D,,Hake,,,,
A Game of Thrones,538,Jon VII,Jon Snow,Ketter,M,U,,Ketter,,,,
A Game of Thrones,549,Bran VI,Bran Stark,Lord Rickard Karstark,M,D,Lord,Rickard,Karstark,,,
A Game of Thrones,549,Bran VI,Bran Stark,Harrion Karstark,M,A,,Harrion,Karstark,,,
A Game of Thrones,549,Bran VI,Bran Stark,Eddard Karstark,M,D,,Eddard,Karstark,,,
A Game of Thrones,549,Bran VI,Bran Stark,Torrhen Karstark,M,D,,Torrhen,Karstark,,,
A Game of Thrones,550,Bran VI,Bran Stark,Lord Medger Cerwyn,M,D,Lord,Medger,Cerwyn,,,
A Game of Thrones,551,Bran VI,Bran Stark,Lord Robin Flint,M,D,Lord,Robin,Flint,,,
A Game of Thrones,554,Bran VI,Bran Stark,Robett Glover,M,A,,Robett,Glover,,,
A Game of Thrones,555,Bran VI,Bran Stark,Lord Halys Hornwood,M,D,Lord,Halys,Hornwood,,,
A Game of Thrones,555,Bran VI,Bran Stark,"Lord Jon Umber, Greatjon",M,A,Lord,Jon,Umber,,Greatjon,
A Game of Thrones,565,Daenerys VI,Daenerys Targaryen,Captain Byan Votyris,M,A,Captain,Byan,Votyris,,,
A Game of Thrones,568,Daenerys VI,Daenerys Targaryen,Quaro,M,D,,Quaro,,,,
A Game of Thrones,568,Daenerys VI,Daenerys Targaryen,Rakharo,M,A,,Rakharo,,,,
A Game of Thrones,574,Daenerys VI,Daenerys Targaryen,Khal Bharbo,M,D,Khal,Bharbo,,,,
A Game of Thrones,575,Catelyn VIII,Catelyn Tully,Ser Wylis Manderly,M,A,Ser,Wylis,Manderly,,,
A Game of Thrones,575,Catelyn VIII,Catelyn Tully,Ser Wendel Manderly,M,D,Ser,Wendel,Manderly,,,
A Game of Thrones,586,Tyrion VII,Tyrion Lannister,"Chella, Daughter of Cheyk",F,A,,Chella,,,Daughter of Cheyk,
A Game of Thrones,586,Tyrion VII,Tyrion Lannister,"Ulf, Son of Umar",M,D,,Ulf,,,Son of Umar,
A Game of Thrones,586,Tyrion VII,Tyrion Lannister,Umar,M,U,,Umar,,,,
A Game of Thrones,587,Tyrion VII,Tyrion Lannister,"Timett, Son of Timett",M,A,,Timett,,,Son of Timett,
A Game of Thrones,587,Tyrion VII,Tyrion Lannister,Timett,M,U,,Timett,,,,
A Game of Thrones,588,Tyrion VII,Tyrion Lannister,Ser Flement Brax,M,A,Ser,Flement,Brax,,,
A Game of Thrones,589,Tyrion VII,Tyrion Lannister,Lord Roland Crakehall,M,A,Lord,Roland,Crakehall,,,
A Game of Thrones,594,Tyrion VII,Tyrion Lannister,Lord Tytos Lannister,M,D,Lord,Tytos,Lannister,,,
A Game of Thrones,594,Tyrion VII,Tyrion Lannister,Ser Addam Marbrand,M,A,Ser,Addam,Marbrand,,,
A Game of Thrones,597,Sansa V,Sansa Stark,Lord Gyles Rosby,M,D,Lord,Gyles,Rosby,,,
A Game of Thrones,597,Sansa V,Sansa Stark,Ser Dontos Hollard,M,D,Ser,Dontos,Hollard,,,
A Game of Thrones,598,Sansa V,Sansa Stark,Ser Stevron Frey,M,D,Ser,Stevron,Frey,,,
A Game of Thrones,598,Sansa V,Sansa Stark,Lord Tytos Blackwood,M,A,Lord,Tytos,Blackwood,,,
A Game of Thrones,598,Sansa V,Sansa Stark,Prince Doran Martell,M,A,Prince,Doran,Martell,,,
A Game of Thrones,600,Sansa V,Sansa Stark,Prince Lewyn Martell,M,D,Prince,Lewyn,Martell,,,
A Game of Thrones,613,Eddard XV,Eddard Stark,"Princess Rhaenys Targaryen, Rhaegar's daughter",F,D,Princess,Rhaenys,Targaryen,,Rhaegar's daughter,
A Game of Thrones,620,Catelyn IX,Catelyn Tully,Ser Perwyn Frey,M,A,Ser,Perwyn,Frey,,,
A Game of Thrones,625,Catelyn IX,Catelyn Tully,Ryger Rivers,M,U,,Ryger,Rivers,,,
A Game of Thrones,626,Catelyn IX,Catelyn Tully,Olyvar Frey,M,U,,Olyvar,Frey,,,
A Game of Thrones,626,Catelyn IX,Catelyn Tully,Elmar Frey,M,U,,Elmar,Frey,,,
A Game of Thrones,633,Jon VIII,Jon Snow,Ser Endrew Tarth,M,D,Ser,Endrew,Tarth,,,
A Game of Thrones,634,Jon VIII,Jon Snow,"Pate, Of the Night's Watch",M,A,,Pate,,,Of the Night's Watch,
A Game of Thrones,635,Jon VIII,Jon Snow,Rudge,M,U,,Rudge,,,,
A Game of Thrones,638,Jon VIII,Jon Snow,"King Harren Hoare, The Black",M,D,King,Harren,Hoare,,The Black,
A Game of Thrones,643,Daenerys VII,Daenerys Targaryen,Jhogo,M,A,,Jhogo,,,,
A Game of Thrones,646,Daenerys VII,Daenerys Targaryen,Mago,M,U,,Mago,,,,
A Game of Thrones,646,Daenerys VII,Daenerys Targaryen,Ko Jhaqo,M,A,Ko,Jhaqo,,,,
A Game of Thrones,647,Daenerys VII,Daenerys Targaryen,Mirri Maz Duur,F,D,,Mirri,Maz Duur,,,
A Game of Thrones,648,Daenerys VII,Daenerys Targaryen,"Archmaester Marwyn, Marwyn the Mage",M,A,Archmaester,Marwyn,,,Marwyn the Mage,
A Game of Thrones,652,Tyrion VIII,Tyrion Lannister,Lord Leo Lefford,M,D,Lord,Leo,Lefford,,,
A Game of Thrones,654,Tyrion VIII,Tyrion Lannister,Podrick Payne,M,U,,Podrick,Payne,,,
A Game of Thrones,655,Tyrion VIII,Tyrion Lannister,Shae,F,D,,Shae,,,,
A Game of Thrones,660,Tyrion VIII,Tyrion Lannister,Lord Lewys Lydden,M,U,Lord,Lewys,Lydden,,,
A Game of Thrones,660,Tyrion VIII,Tyrion Lannister,Lord Serrett,M,U,Lord,?,Serrett,,,
A Game of Thrones,673,Catelyn X,Catelyn Tully,"Jon Umber, Smalljon",M,D,,Jon,Umber,,Smalljon,
A Game of Thrones,673,Catelyn X,Catelyn Tully,Daryn Hornwood,M,D,,Daryn,Hornwood,,,
A Game of Thrones,673,Catelyn X,Catelyn Tully,Dacey Mormont,F,D,,Dacey,Mormont,,,
A Game of Thrones,677,Catelyn X,Catelyn Tully,Lord Gawen Westerling,M,A,Lord,Gawen,Westerling,,,
A Game of Thrones,677,Catelyn X,Catelyn Tully,Lord Quenten Banefort,M,A,Lord,Quenten,Banefort,,,
A Game of Thrones,677,Catelyn X,Catelyn Tully,Ser Garth Greenfield,M,A,Ser,Garth,Greenfield,,,
A Game of Thrones,677,Catelyn X,Catelyn Tully,Lord Regenard Estren,M,A,Lord,Regenard,Estren,,,
A Game of Thrones,677,Catelyn X,Catelyn Tully,Ser Tytos Brax,M,A,Ser,Tytos,Brax,,,
A Game of Thrones,677,Catelyn X,Catelyn Tully,"Mallor, The Dornishman",M,U,,Mallor,,,The Dornishman,
A Game of Thrones,680,Daenerys VIII,Daenerys Targaryen,Eroeh,F,D,,Eroeh,,,,
A Game of Thrones,683,Daenerys VIII,Daenerys Targaryen,Ko Pono,M,A,Ko,Pono,,,,
A Game of Thrones,698,Arya V,Arya Stark,Buu,?,U,,Buu,,,,
A Game of Thrones,706,Bran VII,Bran Stark,"Symeon, Star-Eyes",M,F,,Symeon,,,Star-Eyes,
A Game of Thrones,708,Bran VII,Bran Stark,King Jon Stark,M,D,King,Jon,Stark,,,
A Game of Thrones,708,Bran VII,Bran Stark,King Rickard Stark,M,D,King,Rickard,Stark,,,
A Game of Thrones,708,Bran VII,Bran Stark,King Theon Stark,M,D,King,Theon,Stark,,,
A Game of Thrones,709,Bran VII,Bran Stark,"King Brandon Stark, The Shipwright",M,D,King,Brandon,Stark,,The Shipwright,
A Game of Thrones,709,Bran VII,Bran Stark,"King Brandon Stark, The Burner",M,D,King,Brandon,Stark,,The Burner,
A Game of Thrones,709,Bran VII,Bran Stark,King Rodrik Stark,M,D,King,Rodrik,Stark,,,
A Game of Thrones,709,Bran VII,Bran Stark,"King Torrhen Stark, The King who Knelt",M,D,King,Torrhen,Stark,,The King who Knelt,
A Game of Thrones,709,Bran VII,Bran Stark,Lord Cregan Stark,M,D,Lord,Cregan,Stark,,,
A Game of Thrones,738,Tyrion IX,Tyrion Lannister,Ser Harys Swyft,M,A,Ser,Harys,Swyft,,,
A Game of Thrones,739,Tyrion IX,Tyrion Lannister,Lord Andros Brax,M,D,Lord,Andros,Brax,,,
A Game of Thrones,740,Tyrion IX,Tyrion Lannister,Ser Forley Prester,M,A,Ser,Forley,Prester,,,
A Game of Thrones,744,Tyrion IX,Tyrion Lannister,Vargo Hoat,M,D,,Vargo,Hoat,,,
A Game of Thrones,744,Tyrion IX,Tyrion Lannister,Ser Amory Lorch,M,D,Ser,Amory,Lorch,,,
A Game of Thrones,763,Catelyn XI,Catelyn Tully,Maester Vyman,M,A,Maester,Vyman,,,,
A Game of Thrones,764,Catelyn XI,Catelyn Tully,Bethany Rowan (Redwyne),F,A,,Bethany,Rowan,Redwyne,,
A Game of Thrones,783,Appendix,N/A,Lord Orys Baratheon,M,D,Lord,Orys,Baratheon,,,
A Game of Thrones,783,Appendix,N/A,"King Argilac Durrandon, The Arrogant",M,D,King,Argilac,Durrandon,,The Arrogant,
A Game of Thrones,783,Appendix,N/A,Lady Shireen Baratheon,F,A,Lady,Shireen,Baratheon,,,
A Game of Thrones,784,Appendix,N/A,Tyrek Lannister,M,U,,Tyrek,Lannister,,,
A Game of Thrones,787,Appendix,N/A,Lady Joanna Lannister,F,D,Lady,Joanna,Lannister,,,
A Game of Thrones,787,Appendix,N/A,Dorna Lannister (Swyft),F,A,,Dorna,Lannister,Swyft,,
A Game of Thrones,787,Appendix,N/A,Willem Lannister,M,D,,Willem,Lannister,,,
A Game of Thrones,787,Appendix,N/A,Martyn Lannister,M,A,,Martyn,Lannister,,,
A Game of Thrones,787,Appendix,N/A,Janei Lannister,F,A,,Janei,Lannister,,,
A Game of Thrones,787,Appendix,N/A,Genna Frey (Lannister),F,A,,Genna,Frey,Lannister,,
A Game of Thrones,787,Appendix,N/A,Ser Cleos Frey,M,D,Ser,Cleos,Frey,,,
A Game of Thrones,787,Appendix,N/A,Tion Frey,M,D,,Tion,Frey,,,
A Game of Thrones,788,Appendix,N/A,"Ser Tygett Lannister, Tyg",M,D,Ser,Tygett,Lannister,,Tyg,
A Game of Thrones,788,Appendix,N/A,Darlessa Marbrand,F,A,,Darlessa,Marbrand,,,
A Game of Thrones,788,Appendix,N/A,"Gerion Lannister, Gery",M,U,,Gerion,Lannister,,Gery,
A Game of Thrones,788,Appendix,N/A,Joy Hill,F,A,,Joy,Hill,,,
A Game of Thrones,788,Appendix,N/A,Ser Stafford Lannister,M,D,Ser,Stafford,Lannister,,,
A Game of Thrones,788,Appendix,N/A,Cerenna Lannister,F,A,,Cerenna,Lannister,,,
A Game of Thrones,788,Appendix,N/A,Myrielle Lannister,F,A,,Myrielle,Lannister,,,
A Game of Thrones,788,Appendix,N/A,Ser Daven Lannister,M,A,Ser,Daven,Lannister,,,
A Game of Thrones,788,Appendix,N/A,Maester Creylen,M,A,Maester,Creylen,,,,
A Game of Thrones,789,Appendix,N/A,Lady Jeyne Arryn (Royce),F,D,Lady,Jeyne,Arryn,Royce,,
A Game of Thrones,789,Appendix,N/A,Lady Rowena Arryn,F,D,Lady,Rowena,Arryn,,,
A Game of Thrones,791,Appendix,N/A,"King Harwyn Hoare, Hardhand",M,D,King,Harwyn,Hoare,,Hardhand,
A Game of Thrones,791,Appendix,N/A,"King Arrec Durrandon, The Storm King",M,D,King,Arrec,Durrandon,,The Storm King,
A Game of Thrones,791,Appendix,N/A,Edmyn Tully,M,D,,Edmyn,Tully,,,
A Game of Thrones,791,Appendix,N/A,Lady Minisa Tully (Whent),F,D,Lady,Minisa,Tully,Whent,,
A Game of Thrones,791,Appendix,N/A,Ser Desmond Grell,M,A,Ser,Desmond,Grell,,,
A Game of Thrones,791,Appendix,N/A,Robin Ryger,M,A,,Robin,Ryger,,,
A Game of Thrones,792,Appendix,N/A,Utherydes Wayn,M,A,,Utherydes,Wayn,,,
A Game of Thrones,793,Appendix,N/A,"King Garth Gardener, Greenhand",M,D,King,Garth,Gardener,,Greenhand,
A Game of Thrones,793,Appendix,N/A,Lord Harlen Tyrell,M,D,Lord,Harlen,Tyrell,,,
A Game of Thrones,793,Appendix,N/A,Lady Alerie Tyrell (Hightower),F,A,Lady,Alerie,Tyrell,Hightower,,
A Game of Thrones,793,Appendix,N/A,Willas Tyrell,M,A,,Willas,Tyrell,,,
A Game of Thrones,793,Appendix,N/A,"Ser Garlan Tyrell, The Gallant",M,A,Ser,Garlan,Tyrell,,The Gallant,
A Game of Thrones,793,Appendix,N/A,"Lady Olenna Tyrell (Redwyne), Queen of Thorns",F,A,Lady,Olenna,Tyrell,Redwyne,Queen of Thorns,
A Game of Thrones,793,Appendix,N/A,Lady Mina Redwyne (Tyrell),F,A,Lady,Mina,Redwyne,Tyrell,,
A Game of Thrones,793,Appendix,N/A,Lord Paxter Redwyne,M,A,Lord,Paxter,Redwyne,,,
A Game of Thrones,793,Appendix,N/A,Lady Janna Fossoway (Tyrell),F,A,Lady,Janna,Fossoway,Tyrell,,
A Game of Thrones,793,Appendix,N/A,"Garth Tyrell, The Gross",M,D,,Garth,Tyrell,,The Gross,
A Game of Thrones,794,Appendix,N/A,Garse Flowers,M,A,,Garse,Flowers,,,
A Game of Thrones,794,Appendix,N/A,Garrett Flowers,M,A,,Garrett,Flowers,,,
A Game of Thrones,794,Appendix,N/A,Ser Moryn Tyrell,M,A,Ser,Moryn,Tyrell,,,
A Game of Thrones,794,Appendix,N/A,Maester Gormon (Tyrell),M,A,Maester,Gormon,,Tyrell,,
A Game of Thrones,794,Appendix,N/A,Maester Lomys,M,A,Maester,Lomys,,,,
A Game of Thrones,794,Appendix,N/A,Ser Vortimer Crane,M,A,Ser,Vortimer,Crane,,,
A Game of Thrones,794,Appendix,N/A,Desmera Redwyne,F,A,,Desmera,Redwyne,,,
A Game of Thrones,794,Appendix,N/A,Lady Arwyn Oakheart,F,A,Lady,Arwyn,Oakheart,,,
A Game of Thrones,794,Appendix,N/A,Lord Leyton Hightower,M,A,Lord,Leyton,Hightower,,,
A Game of Thrones,794,Appendix,N/A,Ser Jon Fossoway,M,A,Ser,Jon,Fossoway,,,
A Game of Thrones,795,Appendix,N/A,The Grey King,M,U,,?,,,The Grey King,
A Game of Thrones,795,Appendix,N/A,"King Urron Greyiron, Redhand",M,D,King,Urron,Greyiron,,Redhand,
A Game of Thrones,795,Appendix,N/A,King Qhored Hoare,M,D,King,Qhored,Hoare,,,
A Game of Thrones,796,Appendix,N/A,Lord Vickon Greyjoy,M,D,Lord,Vickon,Greyjoy,,,
A Game of Thrones,796,Appendix,N/A,Lady Alannys Greyjoy (Harlaw),F,A,Lady,Alannys,Greyjoy,Harlaw,,
A Game of Thrones,796,Appendix,N/A,Rodrik Greyjoy,M,D,,Rodrik,Greyjoy,,,
A Game of Thrones,796,Appendix,N/A,Maron Greyjoy,M,D,,Maron,Greyjoy,,,
A Game of Thrones,796,Appendix,N/A,Asha Greyjoy,F,A,,Asha,Greyjoy,,,
A Game of Thrones,796,Appendix,N/A,"Euron Greyjoy, Crow's Eye",M,A,,Euron,Greyjoy,,Crow's Eye,
A Game of Thrones,796,Appendix,N/A,Victarion Greyjoy,M,A,,Victarion,Greyjoy,,,
A Game of Thrones,796,Appendix,N/A,"Aeron Greyjoy, Damphair",M,U,,Aeron,Greyjoy,,Damphair,
A Game of Thrones,797,Appendix,N/A,Queen Nymeria,F,D,Queen,Nymeria,,,,
A Game of Thrones,797,Appendix,N/A,Lord Mors Martell,M,D,Lord,Mors,Martell,,,
A Game of Thrones,797,Appendix,N/A,"King Daeron II Targaryen, The Good",M,D,King,Daeron,Targaryen,,The Good,II
A Game of Thrones,797,Appendix,N/A,Princess Myriah Martell,F,A,Princess,Myriah,Martell,,,
A Game of Thrones,797,Appendix,N/A,"Lady Mellario Martell, of Norvos",F,A,Lady,Mellario,Martell,,of Norvos,
A Game of Thrones,797,Appendix,N/A,Princess Arianne Martell,F,A,Princess,Arianne,Martell,,,
A Game of Thrones,797,Appendix,N/A,Prince Quentyn Martell,M,D,Prince,Quentyn,Martell,,,
A Game of Thrones,797,Appendix,N/A,Prince Trystane Martell,M,A,Prince,Trystane,Martell,,,
A Game of Thrones,798,Appendix,N/A,"Prince Aegon Targaryen, Son of Rhaegar Targaryen",M,U,Prince,Aegon,Targaryen,,Son of Rhaegar Targaryen,
A Game of Thrones,798,Appendix,N/A,Prince Oberyn Martell,M,D,Prince,Oberyn,Martell,,,
A Game of Thrones,798,Appendix,N/A,Captain Areo Hotah,M,A,Captain,Areo,Hotah,,,
A Game of Thrones,798,Appendix,N/A,Maester Caleotte,M,A,Maester,Caleotte,,,,
A Game of Thrones,798,Appendix,N/A,"Lord Edric Dayne, Ned",M,U,Lord,Edric,Dayne,,Ned,
A Game of Thrones,799,Appendix,N/A,"Visenya Targaryen, Wife of Aegon I",F,D,,Visenya,Targaryen,,Wife of Aegon I,
A Game of Thrones,799,Appendix,N/A,"Rhaenys Targaryen, Wife of Aegon I",F,D,,Rhaenys,Targaryen,,Wife of Aegon I,
A Game of Thrones,799,Appendix,N/A,Aenys Targaryen,M,D,,Aenys,Targaryen,,,
A Game of Thrones,799,Appendix,N/A,"King Jaehaerys I Targaryen, The Old King/The Conciliator",M,D,King,Jaehaerys,Targaryen,,The Old King/The Conciliator,I
A Game of Thrones,800,Appendix,N/A,King Viserys I Targaryen,M,D,King,Viserys,Targaryen,,,I
A Game of Thrones,800,Appendix,N/A,"King Aegon II Targaryen, The Usurper",M,D,King,Aegon,Targaryen,,The Usurper,II
A Game of Thrones,800,Appendix,N/A,Rhaenyra Targaryen,F,D,,Rhaenyra,Targaryen,,,
A Game of Thrones,800,Appendix,N/A,"King Daeron I Targaryen, The Young Dragon/The Boy King",M,D,King,Daeron,Targaryen,,The Young Dragon/The Boy King,I
A Game of Thrones,800,Appendix,N/A,King Viserys II Targaryen,M,D,King,Viserys,Targaryen,,,II
A Game of Thrones,800,Appendix,N/A,King Aerys I Targaryen,M,D,King,Aerys,Targaryen,,,I
A Game of Thrones,800,Appendix,N/A,"Queen Rhaella Targaryen, Wife of Aerys II",F,D,Queen,Rhaella,Targaryen,,Wife of Aerys II,
A Clash of Kings,1,Prologue,Maester Cressen,Maester Cressen,M,D,Maester,Cressen,,,,
A Clash of Kings,1,Prologue,Maester Cressen,Maester Pylos,M,A,Maester,Pylos,,,,
A Clash of Kings,2,Prologue,Maester Cressen,Patchface,M,A,,Patchface,,,,
A Clash of Kings,4,Prologue,Maester Cressen,Dalla,F,A,,Dalla,,,,
A Clash of Kings,4,Prologue,Maester Cressen,Matrice,F,A,,Matrice,,,,
A Clash of Kings,6,Prologue,Maester Cressen,Lord Steffon Baratheon,M,D,Lord,Steffon,Baratheon,,,
A Clash of Kings,6,Prologue,Maester Cressen,Jommy,M,U,,Jommy,,,,
A Clash of Kings,7,Prologue,Maester Cressen,Ser Harbert,M,D,Ser,Harbert,,,,
A Clash of Kings,7,Prologue,Maester Cressen,"Ser Davos Seaworth, The Onion Knight",M,A,Ser,Davos,Seaworth,,The Onion Knight,
A Clash of Kings,9,Prologue,Maester Cressen,Lord Gulian Swann,M,A,Lord,Gulian,Swann,,,
A Clash of Kings,14,Prologue,Maester Cressen,Salladhor Saan,M,A,,Salladhor,Saan,,,
A Clash of Kings,14,Prologue,Maester Cressen,"Morosh, The Myrman",M,A,,Morosh,,,The Myrman,
A Clash of Kings,17,Prologue,Maester Cressen,"Melisandre, Of Asshai/Melony",F,A,,Melisandre,,,Of Asshai/Melony,
A Clash of Kings,22,Prologue,Maester Cressen,Lord Ardrian Celtigar,M,A,Lord,Ardrian,Celtigar,,,
A Clash of Kings,22,Prologue,Maester Cressen,Lord Monford Velaryon,M,D,Lord,Monford,Velaryon,,,
A Clash of Kings,22,Prologue,Maester Cressen,Lord Duram Bar Emmon,M,A,Lord,Duram,Bar Emmon,,,
A Clash of Kings,22,Prologue,Maester Cressen,Ser Axell Florent,M,A,Ser,Axell,Florent,,,
A Clash of Kings,22,Prologue,Maester Cressen,Lord Guncer Sunglass,M,D,Lord,Guncer,Sunglass,,,
A Clash of Kings,27,Arya I,Arya Stark,"Lommy, Greenhands",M,D,,Lommy,,,Greenhands,
A Clash of Kings,28,Arya I,Arya Stark,Hot Pie,M,A,,Hot Pie,,,,
A Clash of Kings,36,Sansa I,Sansa Stark,Lollys Stokeworth,F,A,,Lollys,Stokeworth,,,
A Clash of Kings,36,Sansa I,Sansa Stark,Falyse Stokeworth,F,D,,Falyse,Stokeworth,,,
A Clash of Kings,36,Sansa I,Sansa Stark,Lady Ermesande Hayford,F,A,Lady,Ermesande,Hayford,,,
A Clash of Kings,39,Sansa I,Sansa Stark,Morros Slynt,M,A,,Morros,Slynt,,,
A Clash of Kings,55,Tyrion I,Tyrion Lannister,Captain Vylarr,M,A,Captain,Vylarr,,,,
A Clash of Kings,63,Bran I,Bran Stark,"Walder Frey, Big Walder/Son of Jammos",M,A,,Walder,Frey,,Big Walder/Son of Jammos,
A Clash of Kings,63,Bran I,Bran Stark,"Walder Frey, Little Walder/Son of Merrett",M,D,,Walder,Frey,,Little Walder/Son of Merrett,
A Clash of Kings,66,Bran I,Bran Stark,Hayhead,M,U,,Hayhead,,,,
A Clash of Kings,67,Bran I,Bran Stark,Alebelly,M,D,,Alebelly,,,,
A Clash of Kings,68,Bran I,Bran Stark,Ser Jammos Frey,M,A,Ser,Jammos,Frey,,,
A Clash of Kings,68,Bran I,Bran Stark,Merrett Frey,M,D,,Merrett,Frey,,,
A Clash of Kings,69,Bran I,Bran Stark,"Walder Frey, Black Walder/Son of Ryman",M,A,,Walder,Frey,,Black Walder/Son of Ryman,
A Clash of Kings,69,Bran I,Bran Stark,"Walder Frey, Red Walder/Son of Emmon",M,A,,Walder,Frey,,Red Walder/Son of Emmon,
A Clash of Kings,69,Bran I,Bran Stark,"Walder Rivers, Bastard Walder",M,A,,Walder,Rivers,,Bastard Walder,
A Clash of Kings,69,Bran I,Bran Stark,"Waltyr Frey, Tyr",M,A,,Waltyr,Frey,,Tyr,
A Clash of Kings,69,Bran I,Bran Stark,Turnip,M,A,,Turnip,,,,
A Clash of Kings,69,Bran I,Bran Stark,Bandy,F,A,,Bandy,,,,
A Clash of Kings,69,Bran I,Bran Stark,Shyra,F,A,,Shyra,,,,
A Clash of Kings,69,Bran I,Bran Stark,"Palla, The kennel girl",F,A,,Palla,,,The kennel girl,
A Clash of Kings,69,Bran I,Bran Stark,Calon,M,U,,Calon,,,,
A Clash of Kings,69,Bran I,Bran Stark,"TomToo, Son of Tomard",M,U,,TomToo,,,Son of Tomard,
A Clash of Kings,74,Arya II,Arya Stark,Praed,M,D,,Praed,,,,
A Clash of Kings,74,Arya II,Arya Stark,Tarber,M,U,,Tarber,,,,
A Clash of Kings,75,Arya II,Arya Stark,Ser Malcolm,M,U,Ser,Malcolm,,,,
A Clash of Kings,75,Arya II,Arya Stark,Lync,M,U,,Lync,,,,
A Clash of Kings,76,Arya II,Arya Stark,Hod,M,A,,Hod,,,,
A Clash of Kings,76,Arya II,Arya Stark,Lord William Mooton,M,A,Lord,William,Mooton,,,
A Clash of Kings,78,Arya II,Arya Stark,Jaqen H'ghar,M,A,,Jaqen,H'ghar,,,
A Clash of Kings,78,Arya II,Arya Stark,Rorge,M,D,,Rorge,,,,
A Clash of Kings,78,Arya II,Arya Stark,Biter,M,D,,Biter,,,,
A Clash of Kings,80,Arya II,Arya Stark,Reysen,M,D,,Reysen,,,,
A Clash of Kings,81,Arya II,Arya Stark,Cutjack,M,U,,Cutjack,,,,
A Clash of Kings,81,Arya II,Arya Stark,Kurz,M,D,,Kurz,,,,
A Clash of Kings,81,Arya II,Arya Stark,Koss,M,D,,Koss,,,,
A Clash of Kings,81,Arya II,Arya Stark,Dobber,M,D,,Dobber,,,,
A Clash of Kings,85,Jon I,Jon Snow,Redwyn,M,D,,Redwyn,,,,
A Clash of Kings,85,Jon I,Jon Snow,King Dorren Stark,M,D,King,Dorren,Stark,,,
A Clash of Kings,88,Jon I,Jon Snow,Conwy,M,A,,Conwy,,,,
A Clash of Kings,90,Jon I,Jon Snow,Thoren Smallwood,M,D,,Thoren,Smallwood,,,
A Clash of Kings,92,Jon I,Jon Snow,Ser Arnell,M,U,Ser,Arnell,,,,
A Clash of Kings,94,Jon I,Jon Snow,"Prince Aerion Targaryen, Brightflame/Aerion the Monstrous",M,D,Prince,Aerion,Targaryen,,Brightflame/Aerion the Monstrous,
A Clash of Kings,106,Catelyn I,Catelyn Tully,Ser Burton Crakehall,M,D,Ser,Burton,Crakehall,,,
A Clash of Kings,107,Catelyn I,Catelyn Tully,Hendry Bracken,M,D,,Hendry,Bracken,,,
A Clash of Kings,112,Tyrion II,Tyrion Lannister,Allar Deem,M,D,,Allar,Deem,,,
A Clash of Kings,112,Tyrion II,Tyrion Lannister,Ser Jacelyn Bywater,M,D,Ser,Jacelyn,Bywater,,,
A Clash of Kings,128,Arya III,Arya Stark,Murch,M,D,,Murch,,,,
A Clash of Kings,132,Davos I,Davos Seaworth,Allard Seaworth,M,D,,Allard,Seaworth,,,
A Clash of Kings,132,Davos I,Davos Seaworth,Dale Seaworth,M,D,,Dale,Seaworth,,,
A Clash of Kings,133,Davos I,Davos Seaworth,Septon Barre,M,U,Septon,Barre,,,,
A Clash of Kings,133,Davos I,Davos Seaworth,Ser Hubard Rambton,M,D,Ser,Hubard,Rambton,,,
A Clash of Kings,133,Davos I,Davos Seaworth,Maric Seaworth,M,D,,Maric,Seaworth,,,
A Clash of Kings,134,Davos I,Davos Seaworth,Matthos Seaworth,M,D,,Matthos,Seaworth,,,
A Clash of Kings,134,Davos I,Davos Seaworth,Devan Seaworth,M,A,,Devan,Seaworth,,,
A Clash of Kings,134,Davos I,Davos Seaworth,Marya Seaworth,F,A,,Marya,Seaworth,,,
A Clash of Kings,135,Davos I,Davos Seaworth,Bryen Farring,M,D,,Bryen,Farring,,,
