Book	Page	Chapter Name	POV	Full name	Gender	Status	Birth	Death	Culture	Title	Forename	Surname	Old Surname	Alias	Regnal No
A Game of Thrones	269	Eddard VI	Eddard Stark	Lady Margaery Tyrell/Baratheon	F	A	283 AC		Reachmen	Queen	Margaery	Baratheon	Tyrell	Little rose, Little queen, Maid Margaery	
A Game of Thrones	269	Eddard VI	Eddard Stark	Varly	M	D	?	298 AC	Northmen		Varly				
A Game of Thrones	270	Eddard VI	Eddard Stark	Lord Beric Dondarrion, The Lightning Lord	M	D	276 - 277 AC	299 AC final death	Stormlander	Lord, Ser	Beric	Dondarrion		Lord Derik, Wisp o' the wood, The lightning lord, The scarecrow knight, The Lord of Corpses	
A Game of Thrones	272	Eddard VI	Eddard Stark	Gendry	M	A	284 AC		Crownlander	Ser	Gendry			The Bull, Ser Gendry of the hollow hill	
A Game of Thrones	276	Catelyn V	Catelyn Tully	Masha Heddle	F	D	?	298 AC	Rivermen		Masha	Heddle			
A Game of Thrones	276	Catelyn V	Catelyn Tully	Lord Jason Mallister	M	A	?		Rivermen	Lord, Ser	Jason	Mallister			
A Game of Thrones	276	Catelyn V	Catelyn Tully	Patrek Mallister	M	A	?		Rivermen		Patrek	Mallister			
A Game of Thrones	278	Catelyn V	Catelyn Tully	Lady Shella Whent	F	D	?	300 AC	Rivermen	Lady	Shella	Whent		Old Lady Whent	
A Game of Thrones	278	Catelyn V	Catelyn Tully	Lord Walder Frey, The Late Lord Frey	M	A	208 AC		Rivermen	Lord	Walder	Frey		The Late Lord Frey, Old Frey	
A Game of Thrones	278	Catelyn V	Catelyn Tully	Lady Perra Royce/Frey	F	H	221 AC  or before	241 - 249 AC	Valemen	Lady	Perra	Frey	Royce		
A Game of Thrones	278	Catelyn V	Catelyn Tully	Lady Cyrenna Swann/Frey	F	H	236 AC or before	249 - 258 AC	Stormlander	Lady	Cyrenna	Frey	Swann		
A Game of Thrones	278	Catelyn V	Catelyn Tully	Lady Amarei Crakehall/Frey	F	H	245 AC or before	264 or 265 AC	Westermen	Lady	Amarei	Frey	Crakehall		
A Game of Thrones	278	Catelyn V	Catelyn Tully	Lady Alyssa Blackwood/Frey	F	H	253 AC or before	269 - 278 AC	Rivermen	Lady	Alyssa	Frey	Blackwood		
A Game of Thrones	278	Catelyn V	Catelyn Tully	Lady Sarya Whent/Frey	F	H	?	?	Rivermen	Lady	Sarya	Frey	Whent		
A Game of Thrones	278	Catelyn V	Catelyn Tully	Lady Bethany Rosby/Frey	F	H	265 AC or before	282 - 284 AC	Crownlander	Lady	Bethany	Frey	Rosby		
A Game of Thrones	278	Catelyn V	Catelyn Tully	Lady Annara Farring/Frey	F	H	?	Before 298 AC	Crownlander	Lady	Annara	Frey	Farring		
A Game of Thrones	279	Catelyn V	Catelyn Tully	Kurleket, one of three Bracken man-at-arms	M	D	?	298 AC	Rivermen		Kurleket				
A Game of Thrones	279	Catelyn V	Catelyn Tully	Lharys, one of three Bracken man-at-arms	M	D	?	298 AC	Rivermen		Lharys				
A Game of Thrones	279	Catelyn V	Catelyn Tully	Mohor, one of three Bracken man-at-arms	M	D	?	299 AC	Rivermen		Mohor				
A Game of Thrones	280	Catelyn V	Catelyn Tully	Marillion	M	D	279 or 280 AC	300 AC	?		Marillion				
A Game of Thrones	280	Catelyn V	Catelyn Tully	Alia, Of Braavos	F	A	?		Braavosi		Alia			Of Braavos	
A Game of Thrones	283	Catelyn V	Catelyn Tully	Lord Jonos Bracken	M	A	?		Rivermen	Lord	Jonos	Bracken			
A Game of Thrones	283	Catelyn V	Catelyn Tully	Ser Willis Wode, the Harrenhal man at Inn of the Crossroad	M	A	?		Rivermen	Ser	Willis	Wode			
A Game of Thrones	284	Sansa II	Sansa Stark	Ser Gregor Clegane, The Mountain that Rides	M	D, R	265 or 266 AC	300 AC	Westermen	Ser	Gregor	Clegane		The Mountain That Rides, The Mountain, The Great Dog, The Enormity That Rides, Ser Robert Strong	
A Game of Thrones	285	Sansa II	Sansa Stark	Thoros Of Myr	M	A	?		Myrish	Red Priest	Thoros			The red wizard, the Ember	
A Game of Thrones	285	Sansa II	Sansa Stark	Ser Balon Swann	M	A	?		Stormlander	Ser	Balon	Swann			
A Game of Thrones	285	Sansa II	Sansa Stark	Lord Bryce Caron	M	D	276 AC or before	299 AC	Stormlander	Lord	Bryce	Caron		Bryce the Orange	
A Game of Thrones	285	Sansa II	Sansa Stark	Ser Andar Royce	M	A	?		Valemen	Ser	Andar	Royce			
A Game of Thrones	285	Sansa II	Sansa Stark	Ser Robar Royce	M	D	Roughly 277 AC	299 AC	Valemen	Ser	Robar	Royce		Robar the Red	
A Game of Thrones	285	Sansa II	Sansa Stark	Ser Horas Redwyne, Horror	M	A	Before 283 AC		Reachmen	Ser	Horas	Redwyne		Horror	
A Game of Thrones	285	Sansa II	Sansa Stark	Ser Hobber Redwyne, Slobber	M	A	Before 283 AC		Reachmen	Ser	Hobber	Redwyne		Slobber	
A Game of Thrones	285	Sansa II	Sansa Stark	Ser Jared Frey	M	D	248 or 249 AC	300 AC suspected	Rivermen	Ser	Jared	Frey			
A Game of Thrones	285	Sansa II	Sansa Stark	Ser Hosteen Frey	M	A	249 - 258 AC		Rivermen	Ser	Hosteen	Frey		Ser Stupid	
A Game of Thrones	285	Sansa II	Sansa Stark	Ser Danwell Frey	M	A	252 - 261 AC		Rivermen	Ser	Danwell	Frey			
A Game of Thrones	285	Sansa II	Sansa Stark	Lord Emmon Frey	M	A	237 or 238 AC		Rivermen	Ser, Lord	Emmon	Frey		Emm	
A Game of Thrones	285	Sansa II	Sansa Stark	Ser Theo Frey	M	U	?		Rivermen	Ser	Theo	Frey			
A Game of Thrones	285	Sansa II	Sansa Stark	Ser Perwyn Frey	M	A	269 - 278 AC		Rivermen	Ser	Perwyn	Frey			
A Game of Thrones	285	Sansa II	Sansa Stark	Martyn Rivers	M	U	?		Rivermen		Martyn	Rivers			
A Game of Thrones	285	Sansa II	Sansa Stark	Prince Jalabhar Xho	M	A	?		Summer Islander	Prince (exiled)	Jalabhar	Xho			
A Game of Thrones	286	Sansa II	Sansa Stark	Ser Lothor Brune	M	A	?		Crownlander	Ser, Captain of the guards	Lothor	Brune		Lothor Apple-Eater	
A Game of Thrones	290	Sansa II	Sansa Stark	Moon Boy	M	A	?		?		Moon Boy				
A Game of Thrones	297	Eddard VII	Eddard Stark	Lord Lancel Lannister	M	A	282 AC		Westermen	Ser, Lord, Squire	Lancel	Lannister			
A Game of Thrones	297	Eddard VII	Eddard Stark	Tyrek Lannister	M	U	286 AC	299 AC allegedly	Westermen	Squire	Tyrek	Lannister		Wet Nurse	
A Game of Thrones	301	Eddard VII	Eddard Stark	Dacks	M	U	?		Valemen	Squire	Dacks				
A Game of Thrones	306	Eddard VII	Eddard Stark	Anguy	M	U	?		Stormlander		Anguy				
A Game of Thrones	308	Eddard VII	Eddard Stark	Edric Storm	M	A	?		Stormlander		Edric	Storm			
A Game of Thrones	308	Eddard VII	Eddard Stark	Delena Florent/Norcross	F	A	?		Reachmen		Delena	Norcross	Florent		
A Game of Thrones	308	Eddard VII	Eddard Stark	Ser Cortnay Penrose	M	D	?	299 AC	Stormlander	Ser, Castellan	Cortnay	Penrose			
A Game of Thrones	309	Eddard VII	Eddard Stark	Mya Stone	F	A	279 or 280 AC		Valemen		Mya	Stone			
A Game of Thrones	310	Eddard VII	Eddard Stark	Cayn	M	D	?	298 AC	Northmen		Cayn				
A Game of Thrones	314	Tyrion IV	Tyrion Lannister	Chiggen	M	D	?	298 AC	?		Chiggen				
A Game of Thrones	314	Tyrion IV	Tyrion Lannister	Bronn	M	A	264 - 268 AC		?	Ser, Lord Protector of Stokeworth, Captain of Tyrion's guards	Bronn			Ser Bronn of the Blackwater, Lord Stokeworth	
A Game of Thrones	330	Arya III	Arya Stark	Godwyn	M	U	?		?		Godwyn				
A Game of Thrones	341	Eddard VIII	Eddard Stark	Lord Roose Bolton	M	A	260 AC or before		Northmen	Lord	Roose	Bolton		The Leech Lord	
A Game of Thrones	346	Eddard VIII	Eddard Stark	Lady Tanda Stokeworth	F	D	?	300 AC	Crownlander	Lady	Tanda	Stokeworth			
A Game of Thrones	346	Eddard VIII	Eddard Stark	Lady Lollys Stokeworth	F	A	265 AC		Crownlander	Lady	Lollys	Stokeworth		Lollys Lackwit	
A Game of Thrones	348	Catelyn VI	Catelyn Tully	Ser Donnel Waynwood	M	A	277 or 278 AC		Valemen	Ser, Knight of the Bloody Gate	Donnel	Waynwood			
A Game of Thrones	354	Catelyn VI	Catelyn Tully	Lord Nestor Royce	M	A	?		Valemen	Lord, Keeper of the Gates of the Moon, High Steward of the Vale, Castellan	Nestor	Royce			
A Game of Thrones	359	Catelyn VI	Catelyn Tully	Ser Mychel Redfort	M	A	?		Valemen	Ser, Squire	Mychel	Redfort			
A Game of Thrones	359	Catelyn VI	Catelyn Tully	Ser Lyn Corbray	M	A	?		Valemen	Ser	Lyn	Corbray			
A Game of Thrones	366	Eddard IX	Eddard Stark	Heward	M	D	?	298 AC	Northmen		Heward				
A Game of Thrones	366	Eddard IX	Eddard Stark	Wyl	M	D	?	298 AC	Northmen		Wyl				
A Game of Thrones	366	Eddard IX	Eddard Stark	Chataya	F	A	?		Summer Islander		Chataya				
A Game of Thrones	368	Eddard IX	Eddard Stark	Barra	F	D	298 AC	299 AC	Crownlander		Barra				
A Game of Thrones	368	Eddard IX	Eddard Stark	Lady Selyse Florent/Baratheon	F	A	?		Reachmen	Lady, Queen (claimant), Light of the North	Selyse	Baratheon	Florent		
A Game of Thrones	371	Eddard IX	Eddard Stark	Tregar	M	D	?		?		Tregar				
A Game of Thrones	374	Daenerys IV	Daenerys Targaryen	Aggo	M	A	?		Dothraki	Ko, Bloodrider	Aggo				
A Game of Thrones	374	Daenerys IV	Daenerys Targaryen	Rakharo	M	A	?		Dothraki	Ko, Bloodrider	Rakharo				
A Game of Thrones	383	Bran V	Bran Stark	Joseth	M	U	?		Northmen	Master of horse	Joseth				
A Game of Thrones	383	Bran V	Bran Stark	Kyra	F	D	280 or 281 AC	300 AC	Northmen		Kyra				
A Game of Thrones	384	Bran V	Bran Stark	Bessa	F	U	?		Northmen		Bessa				
A Game of Thrones	390	Bran V	Bran Stark	Stiv	M	D	?	298 AC	?		Stiv				
A Game of Thrones	390	Bran V	Bran Stark	Hali	F	D	?	298 AC	Free Folk		Hali				
A Game of Thrones	391	Bran V	Bran Stark	Osha	F	A	?		Free Folk		Osha				
A Game of Thrones	394	Bran V	Bran Stark	Quent	M	U	?		Northmen		Quent				
A Game of Thrones	395	Bran V	Bran Stark	Wallen	M	D	?	298 AC	?		Wallen				
A Game of Thrones	395	Bran V	Bran Stark	Wayn	M	U	?		Northmen		Wayn				
A Game of Thrones	396	Tyrion V	Tyrion Lannister	Mord	M	A	?		Valemen		Mord				
A Game of Thrones	405	Tyrion V	Tyrion Lannister	Ser Albar Royce	M	A	?		Valemen	Ser	Albar	Royce			
A Game of Thrones	405	Tyrion V	Tyrion Lannister	Lord Eon Hunter	M	D	Roughly 220 AC or before	300 AC	Valemen	Lord	Eon	Hunter		Old Lord Hunter	
A Game of Thrones	405	Tyrion V	Tyrion Lannister	Lady Anya Waynwood	F	A	?		Valemen	Lady	Anya	Waynwood			
A Game of Thrones	406	Tyrion V	Tyrion Lannister	Ser Morton Waynwood	M	A	?		Valemen	Ser	Morton	Waynwood			
A Game of Thrones	409	Eddard X	Eddard Stark	Martyn Cassel	M	H	?	283 AC	Northmen		Martyn	Cassel			
A Game of Thrones	409	Eddard X	Eddard Stark	Theo Wull	M	H	?	283 AC	Northern mountain clans		Theo	Wull		Buckets	
A Game of Thrones	409	Eddard X	Eddard Stark	Ethan Glover	M	H	?	283 AC	Northmen	Squire	Ethan	Glover			
A Game of Thrones	409	Eddard X	Eddard Stark	Ser Mark Ryswell	M	H	?	283 AC	Northmen	Ser	Mark	Ryswell			
A Game of Thrones	409	Eddard X	Eddard Stark	Lord Willam Dustin	M	H	?	283 AC	Northmen	Lord	Willam	Dustin			
A Game of Thrones	409	Eddard X	Eddard Stark	Ser Oswell Whent	M	H	?	283 AC	Rivermen	Ser	Oswell	Whent			
A Game of Thrones	416	Catelyn VII	Catelyn Tully	Alyssa Arryn	F	F	?	?	Valemen		Alyssa	Arryn			
A Game of Thrones	416	Catelyn VII	Catelyn Tully	Lord Clement Piper	M	A	?		Rivermen	Lord	Clement	Piper			
A Game of Thrones	429	Jon V	Jon Snow	Gueren	M	A	?		?		Gueren				
A Game of Thrones	429	Jon V	Jon Snow	Matthar, Ser Loon	M	A	?		?		Matthar			Matt, Ser Loon	
A Game of Thrones	430	Jon V	Jon Snow	Hobb, Three-finger	M	A	?		?		Hobb			Three-finger	
A Game of Thrones	432	Jon V	Jon Snow	Cuger, Cugen	M	A	?		?		Cuger			Cugen	
A Game of Thrones	433	Jon V	Jon Snow	Clydas	M	A	240 AC or before		?		Clydas				
A Game of Thrones	433	Jon V	Jon Snow	Chett	M	D, W	?	299 AC	Rivermen		Chett				
A Game of Thrones	442	Tyrion VI	Tyrion Lannister	Tysha	F	U	272 AC		Westermen		Tysha			Lady Tysha of House Silverfist	
A Game of Thrones	444	Tyrion VI	Tyrion Lannister	Gunthor, Son of Gurn	M	A	?		Vale mountain clans		Gunthor			Son of Gurn	
A Game of Thrones	444	Tyrion VI	Tyrion Lannister	Gurn	M	U	?		Vale mountain clans		Gurn				
A Game of Thrones	444	Tyrion VI	Tyrion Lannister	Shagga, Son of Dolf	M	A	?		Vale mountain clans		Shagga			Son of Dolf	
A Game of Thrones	444	Tyrion VI	Tyrion Lannister	Dolf	M	U	?		Vale mountain clans		Dolf				
A Game of Thrones	444	Tyrion VI	Tyrion Lannister	Conn, Son of Coratt	M	D	?	298 AC	Vale mountain clans		Conn			Son of Coratt	
A Game of Thrones	444	Tyrion VI	Tyrion Lannister	Torrek	M	A	?		Vale mountain clans		Torrek				
A Game of Thrones	444	Tyrion VI	Tyrion Lannister	Jaggot	M	A	?		Vale mountain clans		Jaggot				
A Game of Thrones	447	Eddard XI	Eddard Stark	Lord Karyl Vance	M	A	?		Rivermen	Ser, Lord	Karyl	Vance			
A Game of Thrones	447	Eddard XI	Eddard Stark	Ser Arys Oakheart	M	D	?	300 AC	Reachmen	Ser	Arys	Oakheart		The white knight	
A Game of Thrones	447	Eddard XI	Eddard Stark	Joss	M	A	?		Rivermen		Joss				
A Game of Thrones	449	Eddard XI	Eddard Stark	Ser Marq Piper	M	A	?		Rivermen	Ser	Marq	Piper			
A Game of Thrones	449	Eddard XI	Eddard Stark	Ser Willum of Sherrer	M	A	?		Rivermen	Ser	Willum				
A Game of Thrones	453	Eddard XI	Eddard Stark	Ser Gladden Wylde	M	D	?	298 AC	Stormlander	Ser	Gladden	Wylde			
A Game of Thrones	453	Eddard XI	Eddard Stark	Lord Lothar Mallery	M	D	?	298 AC	Crownlander	Lord	Lothar	Mallery			
A Game of Thrones	461	Sansa III	Sansa Stark	Jonquil	F	F	Age of Heroes		First Men		Jonquil				
A Game of Thrones	461	Sansa III	Sansa Stark	Ser Florian, The Fool	M	F	Age of Heroes		First Men	Ser	Florian			The Fool	
A Game of Thrones	469	Eddard XII	Eddard Stark	Tya Lannister/Baratheon	F	H	?	?	Westermen		Tya	Baratheon	Lannister		
A Game of Thrones	469	Eddard XII	Eddard Stark	Gowen Baratheon	M	H	?	?	Stormlander		Gowen	Baratheon			
A Game of Thrones	474	Daenerys V	Daenerys Targaryen	Rhaego	M	D	298/299 AC		Dothraki	Khalakka	Rhaego			The stallion who mounts the world	
A Game of Thrones	475	Daenerys V	Daenerys Targaryen	Khal Ogo	M	D	?	298 AC	Dothraki	Khal	Ogo				
A Game of Thrones	475	Daenerys V	Daenerys Targaryen	Khalakka Fogo	M	D	?	298 AC	Dothraki	Khalakka, Khal	Fogo				
A Game of Thrones	475	Daenerys V	Daenerys Targaryen	Khal Jommo	M	A	?		Dothraki	Khal	Jommo				
A Game of Thrones	485	Eddard XIII	Eddard Stark	Ser Preston Greenfield	M	D	?	299 AC	Westermen	Ser	Preston	Greenfield			
A Game of Thrones	490	Eddard XIII	Eddard Stark	Ser Kevan Lannister	M	D	244 AC	300 AC	Westermen	Ser, Master of laws, Lord Regent, Protector of the Realm, Squire	Kevan	Lannister			
A Game of Thrones	492	Eddard XIII	Eddard Stark	Captain Qos	M	A	?		?	Captain of Wind Witch	Qos				
A Game of Thrones	497	Jon VI	Jon Snow	Septon Cellador	M	A	?		?	Septon at Castle Black	Cellador				
A Game of Thrones	498	Jon VI	Jon Snow	Othell Yarwyck	M	A	?		Westermen	First Builder	Othell	Yarwyck			
A Game of Thrones	500	Jon VI	Jon Snow	Borcas	M	A	?		?		Borcas				
A Game of Thrones	504	Jon VI	Jon Snow	Dywen	M	U	?		?		Dywen				
A Game of Thrones	526	Sansa IV	Sansa Stark	Ser Mandon Moore	M	D	?	299 AC	Valemen	Ser	Mandon	Moore			
A Game of Thrones	532	Sansa IV	Sansa Stark	Lady Shella	F	F	?	?	?	Lady	Shella				
A Game of Thrones	532	Sansa IV	Sansa Stark	Nicknamed, The Rainbow Knight	M	F	?	?	?	Ser	?			The Rainbow Knight	
A Game of Thrones	533	Jon VII	Jon Snow	Othor	M	D, W	?	298 AC	?		Othor				
A Game of Thrones	533	Jon VII	Jon Snow	Jafer Flowers	M	D, W	?	298 AC	Reachmen		Jafer	Flowers			
A Game of Thrones	533	Jon VII	Jon Snow	Bass	M	A	?		?	Kennelmaster	Bass				
A Game of Thrones	538	Jon VII	Jon Snow	Hake	M	D, W	?	299 AC	?		Hake				
A Game of Thrones	538	Jon VII	Jon Snow	Ketter	M	U	?		?		Ketter				
A Game of Thrones	549	Bran VI	Bran Stark	Lord Rickard Karstark	M	D	?	299 AC	Northmen	Lord	Rickard	Karstark			
A Game of Thrones	549	Bran VI	Bran Stark	Lord Harrion Karstark	M	A	?		Northmen	Lord	Harrion	Karstark		Harry	
A Game of Thrones	549	Bran VI	Bran Stark	Eddard Karstark	M	D	?	298 AC	Northmen		Eddard	Karstark		Edd	
A Game of Thrones	549	Bran VI	Bran Stark	Torrhen Karstark	M	D	?	298 AC	Northmen		Torrhen	Karstark		Torr	
A Game of Thrones	550	Bran VI	Bran Stark	Lord Medger Cerwyn	M	D	?	299 AC	Northmen	Lord	Medger	Cerwyn			
A Game of Thrones	551	Bran VI	Bran Stark	Lord Robin Flint	M	D	?	299 AC	Northmen	Lord	Robin	Flint			
A Game of Thrones	554	Bran VI	Bran Stark	Robett Glover	M	A	?		Northmen		Robett	Glover			
A Game of Thrones	554	Bran VI	Bran Stark	Lady Jonelle Cerwyn	F	A	267 AC		Northmen	Lady	Jonelle	Cerwyn			
A Game of Thrones	555	Bran VI	Bran Stark	Lord Halys Hornwood	M	D	?	298 AC	Northmen	Lord	Halys	Hornwood			
A Game of Thrones	555	Bran VI	Bran Stark	Lord Jon Umber, Greatjon	M	A	?		Northmen	Lord	Jon	Umber		Greatjon	
A Game of Thrones	565	Daenerys VI	Daenerys Targaryen	Captain Byan Votyris	M	A	?		Norvoshi	Captain (ship)	Byan	Votyris			
A Game of Thrones	574	Daenerys VI	Daenerys Targaryen	Khal Bharbo	M	H	?	?	Dothraki	Khal	Bharbo				
A Game of Thrones	575	Catelyn VIII	Catelyn Tully	Ser Wylis Manderly	M	A	252 - 263 AC		Northmen	Ser	Wylis	Manderly			
A Game of Thrones	575	Catelyn VIII	Catelyn Tully	Ser Wendel Manderly	M	D	253 - 264 AC	299 AC	Northmen	Ser	Wendel	Manderly			
A Game of Thrones	586	Tyrion VII	Tyrion Lannister	Chella, Daughter of Cheyk	F	A	?		Vale mountain clans	Clan chief	Chella			Daughter of Cheyk	
A Game of Thrones	586	Tyrion VII	Tyrion Lannister	Cheyk	M	U	?		Vale mountain clans		Cheyk				
A Game of Thrones	586	Tyrion VII	Tyrion Lannister	Ulf, Son of Umar	M	D	?	298 AC	Vale mountain clans		Ulf			Son of Umar	
A Game of Thrones	587	Tyrion VII	Tyrion Lannister	Timett, Son of Timett	M	A	278 - 282 AC		Vale mountain clans	Clan chief, Red hand	Timett			Timett-One-Eye	
A Game of Thrones	587	Tyrion VII	Tyrion Lannister	Timett	M	U	?		Vale mountain clans		Timett				
A Game of Thrones	588	Tyrion VII	Tyrion Lannister	Ser Flement Brax	M	A	?		Westermen	Ser	Flement	Brax			
A Game of Thrones	588	Tyrion VII	Tyrion Lannister	Lord Roland Crakehall	M	A	?		Westermen	Lord	Roland	Crakehall			
A Game of Thrones	591	Tyrion VII	Tyrion Lannister	Lord Tytos Blackwood	M	A	?		Rivermen	Lord	Tytos	Blackwood			
A Game of Thrones	594	Tyrion VII	Tyrion Lannister	Coratt	M	U	?		Vale mountain clans		Coratt				
A Game of Thrones	594	Tyrion VII	Tyrion Lannister	Umar	M	U	?		Vale mountain clans		Umar				
A Game of Thrones	594	Tyrion VII	Tyrion Lannister	Lord Tytos Lannister	M	H	220 AC	267 AC	Westermen	Lord	Tytos	Lannister		The Laughing Lion, The Toothless Lion	
A Game of Thrones	594	Tyrion VII	Tyrion Lannister	Ser Addam Marbrand	M	A	?		Westermen	Page, Ser, Commander of the City Watch of King's Landing	Addam	Marbrand			
A Game of Thrones	597	Sansa V	Sansa Stark	Lord Gyles Rosby	M	D	?	300 AC	Crownlander	Lord, Master of coin/Lord Tresurer	Gyles	Rosby		The Cougher	
A Game of Thrones	597	Sansa V	Sansa Stark	Ser Dontos Hollard	M	D	261 - 263 AC	300 AC	Crownlander	Ser, Squire	Dontos	Hollard		Dontos the Red, Dontos the Drunk, Florian	
A Game of Thrones	598	Sansa V	Sansa Stark	Willas Tyrell	M	A	270 - 276 AC		Reachmen	Squire	Willas	Tyrell			
A Game of Thrones	598	Sansa V	Sansa Stark	Lord Garlan Tyrell	M	A	277 AC		Reachmen	Ser, Lord	Garlan	Tyrell		The Gallant, Renly's ghost, Lord Renly, Lord Renly's shade	
A Game of Thrones	598	Sansa V	Sansa Stark	Ser Stevron Frey	M	D	233 or 234 AC	299 AC	Rivermen	Ser	Stevron	Frey			
A Game of Thrones	598	Sansa V	Sansa Stark	Prince Doran Martell	M	A	247 or 248 AC		Dornishmen	Squire, Lord, Prince	Doran	Martell			
A Game of Thrones	598	Sansa V	Sansa Stark	Prince Quentyn Martell	M	D	281 AC	300 AC	Dornishmen	Prince, Ser, Squire, Page	Quentyn	Martell		Frog, Prince Frog, The Prince Who Came Too Late, the dragonrider	
A Game of Thrones	598	Sansa V	Sansa Stark	Prince Trystane Martell	M	A	287 AC		Dornishmen	Prince	Trystane	Martell			
A Game of Thrones	599	Sansa V	Sansa Stark	Morros Slynt	M	A	?		Crownlander	Squire, Lord	Morros	Slynt			
A Game of Thrones	599	Sansa V	Sansa Stark	Jothos Slynt	M	A	?		Crownlander	Squire	Jothos	Slynt			
A Game of Thrones	600	Sansa V	Sansa Stark	Prince Lewyn Martell	M	H	?	283 AC	Dornishmen	Prince, Ser	Lewyn	Martell			
A Game of Thrones	620	Catelyn IX	Catelyn Tully	Lady Joyeuse Erenford/Frey	F	A	282 or 283 AC		Rivermen	Lady	Joyeuse	Frey	Erenford		
A Game of Thrones	621	Catelyn IX	Catelyn Tully	Ryger Rivers	M	U	?		Rivermen		Ryger	Rivers			
A Game of Thrones	621	Catelyn IX	Catelyn Tully	Ser Whalen Frey	M	A	267 or 268 AC		Rivermen	Ser	Whalen	Frey			
A Game of Thrones	624	Catelyn IX	Catelyn Tully	Walder Frey, Big Walder	M	A	291 AC		Rivermen	Squire	Walder	Frey		Big Walder	
A Game of Thrones	624	Catelyn IX	Catelyn Tully	Walder Frey, Little Walder	M	D	291 AC	300 AC	Rivermen	Squire	Walder	Frey		Little Walder	
A Game of Thrones	626	Catelyn IX	Catelyn Tully	Olyvar Frey	M	A	281 AC		Rivermen	Squire	Olyvar	Frey			
A Game of Thrones	626	Catelyn IX	Catelyn Tully	Elmar Frey	M	A	290 AC		Rivermen	Cupbearer, Squire, Page	Elmar	Frey			
A Game of Thrones	633	Jon VIII	Jon Snow	Ser Endrew Tarth	M	D	?	299 AC	Stormlander	Ser, Master-at-arms	Endrew	Tarth			
A Game of Thrones	634	Jon VIII	Jon Snow	Pate, a builder of the Night's Watch	M	A	?		?		Pate			Of the Night's Watch, Spotted Pate	
A Game of Thrones	635	Jon VIII	Jon Snow	Rudge	M	U	?		?		Rudge				
A Game of Thrones	638	Jon VIII	Jon Snow	King Harren Hoare, The Black	M	H	?	2 BC	Ironborn	King	Harren	Hoare		The Black	
A Game of Thrones	643	Daenerys VIII	Daenerys Targaryen	Eroeh	F	D	?	298 AC	Lhazareen		Eroeh				
A Game of Thrones	646	Daenerys VII	Daenerys Targaryen	Mago	M	U	?		Dothraki	Bloodrider	Mago				
A Game of Thrones	646	Daenerys VII	Daenerys Targaryen	Khal Jhaqo	M	A	?		Dothraki	Ko, Khal	Jhaqo				
A Game of Thrones	647	Daenerys VII	Daenerys Targaryen	Mirri Maz Duur	F	D	257 - 259 AC	299 AC	Lhazareen	Priestess of Lhazar (Godswife), Maegi	Mirri	Maz Duur			
A Game of Thrones	648	Daenerys VII	Daenerys Targaryen	Archmaester Marwyn	M	A	?		?	Archmaester	Marwyn			Marwyn the Mage, the Mastiff	
A Game of Thrones	652	Tyrion VIII	Tyrion Lannister	Lord Leo Lefford	M	D	?	299 AC	Westermen	Lord	Leo	Lefford			
A Game of Thrones	654	Tyrion VIII	Tyrion Lannister	Podrick Payne	M	U	286 or 287 AC		Westermen	Squire	Podrick	Payne		Pod	
A Game of Thrones	655	Tyrion VIII	Tyrion Lannister	Shae	F	D	280 or 281 AC	300 AC	?		Shae				
A Game of Thrones	660	Tyrion VIII	Tyrion Lannister	Lord Lewys Lydden	M	U	?		Westermen	Lord	Lewys	Lydden			
